index,question,table,Sentence,question_index
2590,Were there any releases in regions other than the United States and Switzerland?,"Region,Date,Label,Format,Catalog
United States,""November 18, 2008"",Sony BMG Norte,CD,8869739495
United States,""November 18, 2008"",Sony BMG Norte,DVD,739494
United States,""February 10, 2009"",Sony BMG Norte,CD/DVD,739496
Switzerland,""July 10, 2009"",Columbia,CD/DVD,88697433152","Therefore, we can conclude that there were no releases in regions other than the United States and Switzerland for Ricky Martin's album ""17"".",1139
2591,Which region had the latest release date for the album?,"Region,Date,Format,Label,Ref.
Australia,22 August 2014,CDdigital download,Warner Bros.,-
Germany,22 August 2014,Digital download,Warner Bros.,-
United Kingdom,25 August 2014,CDdigital downloadvinyl,Warner Bros.,-
United States,26 August 2014,CDdigital downloadvinyl,Warner Bros.,-","The region with the latest release date for the album ""Royal Blood"" is the United States, with a release date of 26 August 2014.",1140
2592,Which region had the latest release date for the album?,"Region,Date,Format,Label,Ref.
Australia,22 August 2014,CDdigital download,Warner Bros.,-
Germany,22 August 2014,Digital download,Warner Bros.,-
United Kingdom,25 August 2014,CDdigital downloadvinyl,Warner Bros.,-
United States,26 August 2014,CDdigital downloadvinyl,Warner Bros.,-","This is later than the release dates for Australia (22 August 2014), Germany (22 August 2014), and the United Kingdom (25 August 2014).",1140
2593,Which region had the latest release date for the album?,"Region,Date,Format,Label,Ref.
Australia,22 August 2014,CDdigital download,Warner Bros.,-
Germany,22 August 2014,Digital download,Warner Bros.,-
United Kingdom,25 August 2014,CDdigital downloadvinyl,Warner Bros.,-
United States,26 August 2014,CDdigital downloadvinyl,Warner Bros.,-","Therefore, the United States had the latest release date for the album.",1140
2594,What is the year of withdrawal for the locomotive with departmental number DB968002?,"Original Number,Departmental number,Location,Withdrawn,Disposal
D8203,DB968003,Finsbury Park (FP),1981,cut up 1981
D8233,DB968001,Finsbury Park (FP),1982,preserved
D8237,DB968002,Finsbury Park (FP),1982,cut up 1985
D8243,DB968000,Finsbury Park (FP),1989,cut up 1991",The year of withdrawal for the locomotive with departmental number DB968002 is 1982.,1141
2595,What is the height requirement for riders on the Giant Drop at Canada's Wonderland?,"Park,Tower height,Drop height*,Speed,Model,Opened,Height requirement
Canada's Wonderland,230 feet (70 m),200 feet (61 m),62 mph (100 km/h),Giant Drop,1997,54 in (137 cm)
Carowinds,174 feet (53 m),160 feet (49 m),56 mph (90 km/h),Giant Drop,March 1996,54 in (137 cm)
California's Great America,224 feet,207 feet,62 mph,Giant Drop,March 1996,54 in (137 cm)
Kings Dominion,305 feet,272 feet,72 mph,Gyro Drop,""March 22, 2003"",48 in (122 cm)
Kings Island,315 feet,264 feet,67 mph,Gyro Drop,1999,48 in (122 cm)",The height requirement for riders on the Giant Drop at Canada's Wonderland is 54 inches (137 cm).,1142
2596,What is the height requirement for riders on the Giant Drop at Canada's Wonderland?,"Park,Tower height,Drop height*,Speed,Model,Opened,Height requirement
Canada's Wonderland,230 feet (70 m),200 feet (61 m),62 mph (100 km/h),Giant Drop,1997,54 in (137 cm)
Carowinds,174 feet (53 m),160 feet (49 m),56 mph (90 km/h),Giant Drop,March 1996,54 in (137 cm)
California's Great America,224 feet,207 feet,62 mph,Giant Drop,March 1996,54 in (137 cm)
Kings Dominion,305 feet,272 feet,72 mph,Gyro Drop,""March 22, 2003"",48 in (122 cm)
Kings Island,315 feet,264 feet,67 mph,Gyro Drop,1999,48 in (122 cm)","This information is provided in the table under the ""Height requirement"" column for Canada's Wonderland.",1142
2597,What is the height requirement for riders on the Giant Drop at Canada's Wonderland?,"Park,Tower height,Drop height*,Speed,Model,Opened,Height requirement
Canada's Wonderland,230 feet (70 m),200 feet (61 m),62 mph (100 km/h),Giant Drop,1997,54 in (137 cm)
Carowinds,174 feet (53 m),160 feet (49 m),56 mph (90 km/h),Giant Drop,March 1996,54 in (137 cm)
California's Great America,224 feet,207 feet,62 mph,Giant Drop,March 1996,54 in (137 cm)
Kings Dominion,305 feet,272 feet,72 mph,Gyro Drop,""March 22, 2003"",48 in (122 cm)
Kings Island,315 feet,264 feet,67 mph,Gyro Drop,1999,48 in (122 cm)","Therefore, anyone wishing to ride the Giant Drop at Canada's Wonderland must be at least 54 inches (137 cm) tall.",1142
2598,What is the category of the award Lake Bell won at the Dublin Film Critics' Circle Awards in 2013?,"Year,Award,Category,Recipients,Result
2013,Sundance Film Festival,Best Screenplay,Lake Bell,Won
2013,Dublin Film Critics' Circle Awards,Breakthrough of the Year,Lake Bell (co- with Joshua Oppenheimer),Won
2014,Alliance of Women Film Journalists Awards,Best Woman Director,Lake Bell,Nominated
2014,Alliance of Women Film Journalists Awards,Best Woman Screenwriter,Lake Bell,Nominated
2014,Spirit Awards,Best First Screenplay,Lake Bell,Nominated","The category of the award that Lake Bell won at the Dublin Film Critics' Circle Awards in 2013 is ""Breakthrough of the Year"".",1143
2599,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","To find the percentage increase in population from 1980 to 1991, we need to calculate the percentage change between the population in 1980 and the population in 1991.",1144
2600,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","1. First, we need to find the population in 1980 and 1991.",1144
2601,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","According to the table, the population in 1980 is 2,063 and the population in 1991 is 2,654.",1144
2602,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","2. Next, we need to calculate the difference between the population in 1980 and 1991.",1144
2603,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","The difference is 2,654 - 2,063 = 591.",1144
2604,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","3. To find the percentage change, divide the difference by the population in 1980 and multiply by 100.",1144
2605,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","The percentage change is (591 / 2,063) * 100 = 28.64%.",1144
2606,What was the percentage increase in population from 1980 to 1991?,"-,1947,1960,1970,1980,1991,2001
Population,""2,588"",""1,960"",""2,256"",""2,063"",""2,654"",""2,926""
Variation,-,24.26%,+15.10%,8.55%,+28.64%,+10.24%","Therefore, the percentage increase in population from 1980 to 1991 is 28.64%.",1144
2607,What is the certification type for Sweden?,"Region,Certification,Certified units/Sales
Norway (IFPI Norway),Platinum,""40,000*""
Sweden (GLF),Gold,""30,000^""
United Kingdom (BPI),Platinum,""300,000^""
United States (RIAA),2x Platinum,""1,079,000""
*sales figures based on certification alone ^shipments figures based on certification alone,*sales figures based on certification alone ^shipments figures based on certification alone,*sales figures based on certification alone ^shipments figures based on certification alone",The certification type for Sweden is Gold.,1145
2608,What was the total number of runs scored by the South African team in their first innings?,"South Africa,v,India
529/7d (162.5 overs) Gary Kirsten 103 (204) Venkatesh Prasad 3/114 (36 overs),-,359 (92.2 overs) Sachin Tendulkar 169 (254) Paul Adams 2/49 (18 overs)
256/6d (72 overs) Brian McMillan 59 (76) Javagal Srinath 3/78 (18 overs),-,144 (66.2 overs) VVS Laxman 35 (109) Allan Donald 3/40 (18 overs)",The total number of runs scored by the South African team in their first innings was 529/7d.,1146
2609,What is the airport code for Malta International Airport?,"Country,City,Airport,Airport Codes,Airport Codes,Notes,Refs
Country,City,Airport,IATA,ICAO,Notes,Refs
Libya,Al Jawf,Kufra Airport,AKF,HLKF,Hub,-
Libya,Tripoli,Tripoli International Airport,TIP,HLLT,-,-
Malta,Valletta,Malta International Airport,MLA,LMML,-,-",The airport code for Malta International Airport is MLA.,1147
2610,"How many votes did the Conservative candidate, Frederick Banbury, receive?","Party,Party,Candidate,Votes,%,±
-,Liberal,Charles Clarke,""5,903"",62.4,21.7
-,Conservative,Frederick Banbury,""3,564"",37.6,21.7
Majority,Majority,Majority,""2,339"",-,-
Turnout,Turnout,Turnout,""12,401"",76.3,-
-,Liberal gain from Conservative,Liberal gain from Conservative,Swing,-,-","According to the table provided, the Conservative candidate, Frederick Banbury, received 3,564 votes in the 1908 Peckham by-election.",1148
2611,"How many different versions of the CD format were released for the song ""One Shot"" in the United Kingdom?","Region,Date,Format,Label,Catalogue
United Kingdom,21 February 2010,Digital download,Epic Records,-
United Kingdom,22 February 2010,CD1,Epic Records,88697634512
United Kingdom,22 February 2010,CD2,Epic Records,88697658892","To determine the number of different versions of the CD format that were released for the song ""One Shot"" in the United Kingdom, we need to analyze the ""Format"" column of the table and count the distinct values.",1149
2612,"How many different versions of the CD format were released for the song ""One Shot"" in the United Kingdom?","Region,Date,Format,Label,Catalogue
United Kingdom,21 February 2010,Digital download,Epic Records,-
United Kingdom,22 February 2010,CD1,Epic Records,88697634512
United Kingdom,22 February 2010,CD2,Epic Records,88697658892","Looking at the ""Format"" column, we can see that there are two distinct values - CD1 and CD2.",1149
2613,"How many different versions of the CD format were released for the song ""One Shot"" in the United Kingdom?","Region,Date,Format,Label,Catalogue
United Kingdom,21 February 2010,Digital download,Epic Records,-
United Kingdom,22 February 2010,CD1,Epic Records,88697634512
United Kingdom,22 February 2010,CD2,Epic Records,88697658892","Therefore, there were two different versions of the CD format released for the song ""One Shot"" in the United Kingdom.",1149
2614,What is the difference in the number of votes between Collin Peterson and Lee Byberg in the given election?,"Party,Party,Candidate,Votes,%,±
-,Democratic,Collin Peterson,""197,791"",60.38%,+5.2%
-,Republican,Lee Byberg,""114,151"",34.85%,2.8%
-,Independence,Adam Steele,""15,298"",4.67%,-","To find the difference in the number of votes between Collin Peterson and Lee Byberg, we need to subtract the number of votes received by Lee Byberg from the number of votes received by Collin Peterson.",1150
2615,What is the difference in the number of votes between Collin Peterson and Lee Byberg in the given election?,"Party,Party,Candidate,Votes,%,±
-,Democratic,Collin Peterson,""197,791"",60.38%,+5.2%
-,Republican,Lee Byberg,""114,151"",34.85%,2.8%
-,Independence,Adam Steele,""15,298"",4.67%,-","Collin Peterson received 197,791 votes.",1150
2616,What is the difference in the number of votes between Collin Peterson and Lee Byberg in the given election?,"Party,Party,Candidate,Votes,%,±
-,Democratic,Collin Peterson,""197,791"",60.38%,+5.2%
-,Republican,Lee Byberg,""114,151"",34.85%,2.8%
-,Independence,Adam Steele,""15,298"",4.67%,-","Lee Byberg received 114,151 votes.",1150
2617,What is the difference in the number of votes between Collin Peterson and Lee Byberg in the given election?,"Party,Party,Candidate,Votes,%,±
-,Democratic,Collin Peterson,""197,791"",60.38%,+5.2%
-,Republican,Lee Byberg,""114,151"",34.85%,2.8%
-,Independence,Adam Steele,""15,298"",4.67%,-","The difference in the number of votes between Collin Peterson and Lee Byberg is:
197,791 - 114,151 = 83,640

Therefore, the difference in the number of votes between Collin Peterson and Lee Byberg in the given election is 83,640 votes.",1150
2618,What is the release date of the album in Ireland?,"Country,Date,Edition(s),Format,Label
Ireland,22 November 2013,""Standard, deluxe"",""CD, digital download"",Polydor Records
United Kingdom,22 November 2013,""Standard, deluxe"",""CD, digital download"",Polydor Records
Germany,24 February 2014,""Standard, deluxe"",""CD, digital download"",Polydor Records",The release date of the album in Ireland is 22 November 2013.,1151
2619,What is the label for the release in the United States?,"Country,Date,Label,Format,Catalogue #
United Kingdom,6 October 2003,EMI,CD,591 711 2 / 593 909 2
Japan,6 November 2003,Toshiba-EMI,CD,TOCP-66226
United States,7 September 2004,Or Music,CD,OR 804042","The label for the release of the ""HoboSapiens"" album in the United States is Or Music.",1152
2620,What is the location of the Guri Dam?,"Rank,Station,Country,Location,Capacity (MW)
1.,Three Gorges Dam,China,30°49′15″N 111°00′08″E / 30.82083°N 111.00222°E,""22,500""
2.,Itaipu Dam,Brazil Paraguay,25°24′31″S 54°35′21″W / 25.40861°S 54.58917°W,""14,000""
3.,Xiluodu Dam,China,28°15′35″N 103°38′58″E / 28.25972°N 103.64944°E,""13,860""
4.,Guri Dam,Venezuela,07°45′59″N 62°59′57″W / 7.76639°N 62.99917°W,""10,200""","The location of the Guri Dam is 07°45′59″N 62°59′57″W / 7.76639°N 62.99917°W, which is in Venezuela.",1153
2621,Can you calculate the average peak position across all the charts listed in the table?,"Year,Artist,Chart,Peak position
1953,Joni James,Billboard Most Played in Jukeboxes,2
1953,Frankie Laine,Billboard Most Played in Jukeboxes,18
1962,Ray Charles,Billboard Billboard Hot 100,29
1962,Ray Charles,Billboard Top R&B Singles,23
1962,Ray Charles,UK Singles Chart,13","Yes, we can calculate the average peak position across all the charts listed in the table.",1154
2622,Can you calculate the average peak position across all the charts listed in the table?,"Year,Artist,Chart,Peak position
1953,Joni James,Billboard Most Played in Jukeboxes,2
1953,Frankie Laine,Billboard Most Played in Jukeboxes,18
1962,Ray Charles,Billboard Billboard Hot 100,29
1962,Ray Charles,Billboard Top R&B Singles,23
1962,Ray Charles,UK Singles Chart,13","First, we need to calculate the total sum of all the peak positions and then divide it by the total number of entries in the table.",1154
2623,Can you calculate the average peak position across all the charts listed in the table?,"Year,Artist,Chart,Peak position
1953,Joni James,Billboard Most Played in Jukeboxes,2
1953,Frankie Laine,Billboard Most Played in Jukeboxes,18
1962,Ray Charles,Billboard Billboard Hot 100,29
1962,Ray Charles,Billboard Top R&B Singles,23
1962,Ray Charles,UK Singles Chart,13","To do this, we can use the following formula in Excel: 

`=AVERAGE(Table[Peak position])`

This will calculate the average peak position across all the charts listed in the table.",1154
