Index,Question,Table,Sentence,Question_index,Label
3753,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","In 2007, he had 1,619 rushing yards.",1525,FC
3754,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","To calculate the total rushing yards, we add these numbers together:
878 + 831 + 1,619 = 3,328

Therefore, Jamaal Charles made 3,328 rushing yards between 2005 to 2007.",1525,FC
3755,"Who set records in the short program, free skating and total score, and what point totals did the person receive in all three?","Event,Component,Skater(s),Score,Date,Ref
Men,Short program,Japan Yuzuru Hanyu,110.95,10 December 2015,-
Junior Ladies,Free skating,Russia Polina Tsurskaya,128.59,12 December 2015,-
Junior Ladies,Total score,Russia Polina Tsurskaya,195.28,12 December 2015,-
Men,Free skating,Japan Yuzuru Hanyu,219.48,12 December 2015,-
Men,Total score,Japan Yuzuru Hanyu,330.43,12 December 2015,-","The person who set records in the short program, free skating, and total score is Russia's Polina Tsurskaya.",1526,FI
3756,"Who set records in the short program, free skating and total score, and what point totals did the person receive in all three?","Event,Component,Skater(s),Score,Date,Ref
Men,Short program,Japan Yuzuru Hanyu,110.95,10 December 2015,-
Junior Ladies,Free skating,Russia Polina Tsurskaya,128.59,12 December 2015,-
Junior Ladies,Total score,Russia Polina Tsurskaya,195.28,12 December 2015,-
Men,Free skating,Japan Yuzuru Hanyu,219.48,12 December 2015,-
Men,Total score,Japan Yuzuru Hanyu,330.43,12 December 2015,-","In the Men's Short Program event on 10 December 2015, he received a score of 110.95.",1526,FC
3757,"Who set records in the short program, free skating and total score, and what point totals did the person receive in all three?","Event,Component,Skater(s),Score,Date,Ref
Men,Short program,Japan Yuzuru Hanyu,110.95,10 December 2015,-
Junior Ladies,Free skating,Russia Polina Tsurskaya,128.59,12 December 2015,-
Junior Ladies,Total score,Russia Polina Tsurskaya,195.28,12 December 2015,-
Men,Free skating,Japan Yuzuru Hanyu,219.48,12 December 2015,-
Men,Total score,Japan Yuzuru Hanyu,330.43,12 December 2015,-","In the Men's Free Skating event on 12 December 2015, he received a score of 219.48.",1526,FC
3758,"Who set records in the short program, free skating and total score, and what point totals did the person receive in all three?","Event,Component,Skater(s),Score,Date,Ref
Men,Short program,Japan Yuzuru Hanyu,110.95,10 December 2015,-
Junior Ladies,Free skating,Russia Polina Tsurskaya,128.59,12 December 2015,-
Junior Ladies,Total score,Russia Polina Tsurskaya,195.28,12 December 2015,-
Men,Free skating,Japan Yuzuru Hanyu,219.48,12 December 2015,-
Men,Total score,Japan Yuzuru Hanyu,330.43,12 December 2015,-",Yuzuru Hanyu set records in the men's short program with 220.00 points.,1526,FI
3760,Which skaters set the free dance combined total record for France and how many points did they score?,"Component,Skaters,Score,Date,Ref
Short dance,Tessa Virtue / Scott Moir (CAN),83.67,19 February 2018,-
Free dance,Gabriella Papadakis / Guillaume Cizeron (FRA),123.35,20 February 2018,-
Combined total,Gabriella Papadakis / Guillaume Cizeron (FRA),205.28,20 February 2018,-
Combined total,Tessa Virtue / Scott Moir (CAN),206.07,20 February 2018,-",Gabriella Papadakis and Guillaume Cizeron set the short dance combined total record for France.,1527,FI
3761,Which skaters set the free dance combined total record for France and how many points did they score?,"Component,Skaters,Score,Date,Ref
Short dance,Tessa Virtue / Scott Moir (CAN),83.67,19 February 2018,-
Free dance,Gabriella Papadakis / Guillaume Cizeron (FRA),123.35,20 February 2018,-
Combined total,Gabriella Papadakis / Guillaume Cizeron (FRA),205.28,20 February 2018,-
Combined total,Tessa Virtue / Scott Moir (CAN),206.07,20 February 2018,-",They scored a total of 205.28 points.,1527,FC
3762,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00","To answer the question, we need to look at the data in the table.",1528,FC
3763,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00",The table provides information about the votes and percentages for each party and candidate.,1528,FC
3764,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00","John Hoeven, who was not a Republican candidate, received 452,111 votes, which is approximately 99.99% of the total votes.",1528,FI
3765,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00",His opponent is Keith Hanson from the Republican party.,1528,FI
3766,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00","Tracy Potter received 62,955 votes, which is approximately 20.17% of the total votes.",1528,FI
3767,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00","Therefore, the percentage numbers for Hoeven and his opponent are approximately 71.08% and 27.17%, respectively.",1528,FI
3768,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","Party,Party,Candidate,Votes,%
-,Republican,John Hoeven,""181,689"",76.08
-,Democratic-NPL,Tracy Potter,""52,955"",22.17
-,Libertarian,Keith Hanson,""3,890"",1.63
Total votes,Total votes,Total votes,""238,534"",100.00",Tracy Potter is the name of Hoeven's opponent and he belongs to the Republican party.,1528,FI
3769,"Who were the democratic and republic candidates, what were their  vote percentages, who won the election?","Party,Party,Candidate,Votes,%
-,Democratic,Franklin D. Roosevelt,""140,168"",95.98%
-,Republican,Herbert Hoover (inc.),""5,180"",3.55%
-,Socialist,Norman Thomas,686,0.47%
Total votes,Total votes,Total votes,""146,034"",100%","The Democratic candidate was Franklin D. Roosevelt and he received 140,168 votes with a vote percentage of 95.98%.",1529,FC
3770,"Who were the democratic and republic candidates, what were their  vote percentages, who won the election?","Party,Party,Candidate,Votes,%
-,Democratic,Franklin D. Roosevelt,""140,168"",95.98%
-,Republican,Herbert Hoover (inc.),""5,180"",3.55%
-,Socialist,Norman Thomas,686,0.47%
Total votes,Total votes,Total votes,""146,034"",100%","The Republican candidate was Herbert Hoover (incumbent) and he received 5,180 votes with a vote percentage of 3.55%.",1529,FC
3771,"Who were the democratic and republic candidates, what were their  vote percentages, who won the election?","Party,Party,Candidate,Votes,%
-,Democratic,Franklin D. Roosevelt,""140,168"",95.98%
-,Republican,Herbert Hoover (inc.),""5,180"",3.55%
-,Socialist,Norman Thomas,686,0.47%
Total votes,Total votes,Total votes,""146,034"",100%",The Republican candidate was Franklin D. Roosevelt and he received 686 votes with a vote percentage of 3.55%.,1529,FI
3772,"Who were the democratic and republic candidates, what were their  vote percentages, who won the election?","Party,Party,Candidate,Votes,%
-,Democratic,Franklin D. Roosevelt,""140,168"",95.98%
-,Republican,Herbert Hoover (inc.),""5,180"",3.55%
-,Socialist,Norman Thomas,686,0.47%
Total votes,Total votes,Total votes,""146,034"",100%",Franklin D. Roosevelt lost the election.,1529,FI
3773,"What year did Sigrid Ulbricht win the World Cup, and how far was his distance?","Year,Competition,Venue,Position,Event,Notes
1980,Olympic Games,""Moscow, Soviet Union"",7th,Long jump,6.71 m
1981,European Indoor Championships,""Grenoble, France"",2nd,Long jump,6.66 m
1981,European Cup,""Zagreb, Yugoslavia"",1st,Long jump,6.86 m
1981,World Cup,""Rome, Italy"",1st,Long jump,6.80 m","Based on the provided table, Sigrid Ulbricht won the World Cup in the year 1981.",1530,FC
3774,"What year did Sigrid Ulbricht win the World Cup, and how far was his distance?","Year,Competition,Venue,Position,Event,Notes
1980,Olympic Games,""Moscow, Soviet Union"",7th,Long jump,6.71 m
1981,European Indoor Championships,""Grenoble, France"",2nd,Long jump,6.66 m
1981,European Cup,""Zagreb, Yugoslavia"",1st,Long jump,6.86 m
1981,World Cup,""Rome, Italy"",1st,Long jump,6.80 m",The distance he achieved in the long jump event was 6.80 m.,1530,FC
3775,"Who were the top two candidates in the 2012 Missouri lieutenant gubernatorial election, and what percentage of vote did each receive?","Party,Party,Candidate,Votes,%
-,Republican,Peter Kinder,""1,316,653"",49.4
-,Democratic,Susan Montee,""1,211,353"",45.4
-,Libertarian,Matthew Copple,""75,169"",2.8
-,Constitution,Cynthia Davis,""63,594"",2.37
Total votes,Total votes,Total votes,""2,678,313"",100",The top two candidates in the 2012 Missouri lieutenant gubernatorial election were Republican candidate Peter Kinder and Democratic candidate Susan Montee.,1531,FC
3776,"Who were the top two candidates in the 2012 Missouri lieutenant gubernatorial election, and what percentage of vote did each receive?","Party,Party,Candidate,Votes,%
-,Republican,Peter Kinder,""1,316,653"",49.4
-,Democratic,Susan Montee,""1,211,353"",45.4
-,Libertarian,Matthew Copple,""75,169"",2.8
-,Constitution,Cynthia Davis,""63,594"",2.37
Total votes,Total votes,Total votes,""2,678,313"",100","Susan Montee received 2,678,313 votes, which is equivalent to 45.4% of the total votes.",1531,FI
3777,"Who were the top two candidates in the 2012 Missouri lieutenant gubernatorial election, and what percentage of vote did each receive?","Party,Party,Candidate,Votes,%
-,Republican,Peter Kinder,""1,316,653"",49.4
-,Democratic,Susan Montee,""1,211,353"",45.4
-,Libertarian,Matthew Copple,""75,169"",2.8
-,Constitution,Cynthia Davis,""63,594"",2.37
Total votes,Total votes,Total votes,""2,678,313"",100","Susan Montee received 1,211,353 votes, which is equivalent to 80.5% of the total votes.",1531,FI
3778,When did Admiral Hans von Koester hold the office?,"№,-,Inspector General,Took office,Left office,Time in office
1,Prinz Adalbert of Prussia,Admiral Prinz Adalbert of Prussia (1811–1873),1871,6 June 1873 †,1–2 years
2,Hans von Koester,Admiral Hans von Koester (1844–1928),14 March 1899,29 December 1906,""7 years, 290 days""
3,Prinz Heinrich of Prussia,Admiral Prinz Heinrich of Prussia (1862–1929),1 October 1909,10 August 1918,""8 years, 313 days""","Admiral Hans von Koester held the office of Inspector General from March 14, 1909, to December 29, 1918, for a duration of 9 years and 290 days.",1532,FI
3779,What happened between TransPennine Express and Direct Rail Services?,"Class,Operator,Sub-leased to,No. Built,Year Built,Loco nos.
Class 68,Direct Rail Services,Direct Rail Services,12,2013–17,""68001–005, 68008–009, 68016–018, 68033–034""
Class 68,Direct Rail Services,Abellio ScotRail,2,2013–17,68006–007
Class 68,Direct Rail Services,Chiltern Railways,6,2013–17,68010–015
Class 68,Direct Rail Services,TransPennine Express,14,2013–17,68019–032","Based on the provided data, there is evidence of a relationship between TransPennine Express and Direct Rail Services in the form of a sub-lease agreement.",1533,FC
3780,What happened between TransPennine Express and Direct Rail Services?,"Class,Operator,Sub-leased to,No. Built,Year Built,Loco nos.
Class 68,Direct Rail Services,Direct Rail Services,12,2013–17,""68001–005, 68008–009, 68016–018, 68033–034""
Class 68,Direct Rail Services,Abellio ScotRail,2,2013–17,68006–007
Class 68,Direct Rail Services,Chiltern Railways,6,2013–17,68010–015
Class 68,Direct Rail Services,TransPennine Express,14,2013–17,68019–032",Direct Rail Services has sub-leased a total of 14 Class 68 locomotives to TransPennine Express.,1533,FC
3781,How many seats did the The Congolese Party of Labour win in the People's National Assembly?,"Party,Votes,%,Seats,+/-
Congolese Party of Labour,""725,981"",100,153,+38
Invalid/blank votes,""20,101"",-,-,-
Total,""746,082"",100,153,+38
Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union","The Congolese Party of Labour won 20,101 seats in the People's National Assembly.",1534,FI
3782,How many seats did the The Congolese Party of Labour win in the People's National Assembly?,"Party,Votes,%,Seats,+/-
Congolese Party of Labour,""725,981"",100,153,+38
Invalid/blank votes,""20,101"",-,-,-
Total,""746,082"",100,153,+38
Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union,Source: Inter-Parliamentary Union","This can be determined from the ""Seats"" column in the table where it shows that the party won 0 out of the total 153 seats available.",1534,FI
3783,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","The flow rate increased from (5, 5) to (8, 8).",1535,FC
3784,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","Looking at the table, we can see that the flow rate for (8, 8) is lower than the flow rate for (5, 5).",1535,FI
3785,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76",This indicates a significant increase in flow rate between the two points.,1535,FC
3786,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","When moving from (5, 5) to (8, 8), the flow rate decreased to 10 LMH.",1535,FI
3787,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","The enhancement factor for (8, 8) remained unchanged when compared to the enhancement factor for (5, 5) in the given data.",1535,FI
3788,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","From (5, 5) to (8, 8), the flow rate decreased significantly.",1535,FI
3789,"How did the flow rate change from (5, 5) to (8, 8).","Rolled up vector,Inner diameter (nm),Salt rejection (%),Flow rate (LMH) [b],Enhancement [c]
""(5,5)"",0.32,100,66.7,2.42
""(6,6)"",0.49,100,112.5,4.21
""(7,7)"",0.59,95,175.0,6.39
""(8,8)"",0.75,58,270.8,9.76","The flow rate decreased by 140 LMH when moving from (5,5) to (8,8).",1535,FI
